goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	340	Honduras	013	Central America	Country	HND	1	-86.59974381	14.82243161	PER_100_POP	Per 100 population						Estimated based on Survey's results. Population age 5+. // Population age 5+.	Comisión Nacional de Telecomunicaciones (CONATEL) // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU based on ECLAC, OSILAC. // ITU estimate. // Instituto Nacional de Estadistica // Instituto Nacional de Estadistica de Honduras (INE)		NA: Data nature not available	1.2	1.42	2.6	4.8	5.6	6.5	7.8	9.4	9.6	9.8	11.09	15.9	18.12	17.8	19.08	27.62	30.0	32.14	32.14	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	344	China, Hong Kong Special Administrative Region	030	Eastern Asia	Country	HKG	0	114.0266445	22.41749934	PER_100_POP	Per 100 population						All persons aged 10 and over // Number of individuals aged 10 and over who used the Internet (from any location) in the last twelve months // Population age 10+ who accessed Internet in previous year. // Population age 10+.	Census and Statistics Department // Census and Statistics Department. // ITU estimate. // Office of the Telecommunications Authority		NA: Data nature not available	27.83	38.67	43.08	52.2	56.4	56.9	60.8	64.8	66.7	69.4	72.0	72.2	72.9	74.2	79.87	84.95	87.48	89.42	89.42	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	348	Hungary	151	Eastern Europe	Country	HUN	1	19.41221519	47.1651448	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Population age 16-74. // Usage within the last 3 months.	Eurostat // Eurostat. // Eurostat.   // Hungarian Central Statistical Office // ITU estimate based on Eurostat. // National Communications Authority.		NA: Data nature not available	7.0	14.53	16.67	21.63	27.74	38.97	47.06	53.3	61.0	62.0	65.0	68.02	70.58	72.64	75.65	72.83	79.26	76.75	76.75	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	352	Iceland	154	Northern Europe	Country	ISL	1	-19.02116966	64.79134763	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Break in comparability, from this year on data based on Eurostat. // Population age 16-74, in the last 3 months. // Population age 16-74.	Eurostat // Eurostat. // ITU Estimate. // ITU estimate based on Eurostat. // ITU estimate. // Iceland Telecom Ltd. // OECD. // Post and Telecom Administration		NA: Data nature not available	44.47	49.39	79.12	83.14	83.88	87.0	89.51	90.6	91.0	93.0	93.39	94.82	96.21	96.55	98.16	98.2	98.24	98.26	98.26	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	356	India	034	Southern Asia	Country	IND	1	79.3608464	22.34642074	PER_100_POP	Per 100 population						December. // Estimate based on market research reports indicating 121 million Internet users by 12/2011. India has 20.99  million Internet connections (incl. broad- and narrowband subscript. excl. mobile phone subscript. with data capabilities) in 09/2011. // September. 	Department of Telecommunications (DOT). Ministry of Communications and Information Technology. // Department of Telecommunications, Ministry of Communications & IT // DoT / TRAI. // ITU Estimate. // ITU estimate. // ITU estimate.  // Internet in India [I Cube] Report 2007.  // Ministry of Communications.		NA: Data nature not available	0.53	0.66	1.54	1.69	1.98	2.39	2.81	3.95	4.38	5.12	7.5	10.07	12.58	15.1	21.0	26.0	29.55	34.45	34.45	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	360	Indonesia	035	South-Eastern Asia	Country	IDN	1	113.9174	-0.994582204	PER_100_POP	Per 100 population						 Population age 5+. // Break in comparability. Population age 5+. (value for all population is 11.11%). // Population age 5+. // Refers to total population.	BPS-Statistics Indonesia // BPS-Statistics Indonesia. // Badan Pusat Statistik. // ITU estimate. // Indonesian Internet Service Provider Association. // Ministry of Communication and Information Technology		NA: Data nature not available	0.93	2.02	2.13	2.39	2.6	3.6	4.76	5.79	7.92	6.92	10.92	12.28	14.52	14.94	17.14	21.98	25.45	32.29	32.29	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	364	Iran (Islamic Republic of)	034	Southern Asia	Country	IRN	1	54.19766348	32.74370885	PER_100_POP	Per 100 population						1. Non-final results from ICT survey 2. The results of the ICT survey will be finalized in July 2018. 3. Age 6 and over 4. HH7. Proportion of individuals using the Internet is 60.42% // Country estimate. // Population age 6+.	Communications Regulatory Authority (CRA). // ITU estimate. // Ministry of Information and Communications Technology. // Statistical Center of Iran. // Statistical Centre of Iran (SCI) // Statistical Centre of Iran (SCI).		NA: Data nature not available	0.93	1.48	4.63	6.93	7.49	8.1	8.76	9.47	12.02	13.8	15.9	19.0	22.73	29.95	39.35	45.33	53.23	60.42	60.42	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	368	Iraq	145	Western Asia	Country	IRQ	1	43.76606267	33.05013795	PER_100_POP	Per 100 population							Central Statistical Organization // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // Ministry of Communications		NA: Data nature not available		0.1	0.5	0.6	0.9	0.9	0.95	0.93	1.0	1.06	2.5	5.0	7.1	9.2	13.21	17.22	21.23	49.36	49.36	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	372	Ireland	154	Northern Europe	Country	IRL	1	-7.121425272	53.25274054	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Population age 15+. // Population age 16-74. // Population age 16-74.   // Population age 16-74. Last three months. // age 15+.	Amarach. // Central Statistics Office // Eurostat // Eurostat. // ITU Estimate2.		NA: Data nature not available	17.85	23.14	25.85	34.31	36.99	41.61	54.82	61.16	65.34	67.38	69.85	74.89	76.92	78.25	83.49	83.49	84.52	84.52	84.52	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	376	Israel	145	Western Asia	Country	ISR	1	34.62277992	31.06164552	PER_100_POP	Per 100 population						Age 20+.  in the last 3 months // Age 20+. in the last 3 months // Population age 20+.	CENTRAL BUREAU OF STATISTICS // Central Bureau of Statistics // Central Bureau of Statistics. // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // Israel Central Bureau of Statistics // Israel Central Bureau of Statistics.		NA: Data nature not available	20.87	17.38	17.76	19.59	22.77	25.19	27.88	48.13	59.39	63.12	67.5	68.87	70.8	70.25	75.02	77.35	79.65	81.58	81.58	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	380	Italy	039	Southern Europe	Country	ITA	1	12.57022427	42.79917282	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Break in series. Population age 6+. // Population age 16-74, in the last 3 months. // Population age 16-74. // Population age 16-74.   // Population age 6+.	Eurostat. // IDC. // ITU Estimate2. // Istat/ Italian National Institute of Statistics. // Italian National Institute of Statistics		NA: Data nature not available	23.11	27.22	28.04	29.04	33.24	35.0	37.99	40.79	44.53	48.83	53.68	54.39	55.83	58.46	55.64	58.14	61.3	61.3	61.3	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	384	Côte d'Ivoire	011	Western Africa	Country	CIV	1	-5.552690016	7.62211586	PER_100_POP	Per 100 population							ARTCI // ARTCI. // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate.		NA: Data nature not available	0.23	0.4	0.5	0.76	0.85	1.04	1.52	1.8	1.9	2.0	2.7	2.9	5.0	12.0	19.27	38.44	41.21	43.84	43.84	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	388	Jamaica	029	Caribbean	Country	JAM	1	-77.31068409	18.15616857	PER_100_POP	Per 100 population						Break in comparability. Individuals 3+. Census result.Penetration is estimated by ITU at 31.5 for population 14+. // Country estimate. // Population age 14+.	Cable & Wireless. // ITU estimate. // Office of Utilities Regulation // Statistical Institute of Jamaica // Statistical Institute of Jamaica (STATIN) 		NA: Data nature not available	3.12	3.86	6.1	7.8	10.0	12.8	16.4	21.1	23.6	24.3	27.67	37.44	33.79	37.1	40.4	42.22	44.37	48.78	48.78	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	392	Japan	030	Eastern Asia	Country	JPN	1	139.2716103	36.6554539	PER_100_POP	Per 100 population						Incl. users accessing internet through cellphones, PHS and game console. // PC-based only. // Population age 6+.	Communications and Media Commission // Ministry of Internal Affairs and Communications // Ministry of Internal Affairs and Communications  // Ministry of Internal Affairs and Communications (MIC). // Ministry of Internal Affairs and Communications (MIC); Telecommunications Carriers Associations (TCA). // Ministry of Internal Affairs and Communications. // Ministry of Internal Affairs and Communications. 		NA: Data nature not available	29.99	38.53	46.59	48.44	62.39	66.92	68.69	74.3	75.4	78.0	78.21	79.05	79.5	88.22	89.11	91.06	93.18	90.87	90.87	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	398	Kazakhstan	143	Central Asia	Country	KAZ	1	66.65359159	48.01963494	PER_100_POP	Per 100 population						According to annual sample surveys. Population age 16-74. // Population age 6-74.	Agency of the Republic of Kazakhstan on Statistics. // Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // Ministry of National Economy Committee on Statistics.  // Ministry of the Republic of Kazakhstan for Communications and Information // The Agency of the Republic of Kazakhstan on Statistics		NA: Data nature not available	0.67	1.01	1.67	2.0	2.65	2.96	3.27	4.02	11.0	18.2	31.6	50.6	61.91	63.3	66.0	70.83	74.59	76.43	76.43	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	400	Jordan	145	Western Asia	Country	JOR	1	37.13024774	30.65365973	PER_100_POP	Per 100 population						Population age 5+.	Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // Department of Statistics of Jordan // Department of Statistics. // ITU Estimate. // ITU estimate. // Telecommunications Regulatory Commission.		NA: Data nature not available	2.62	4.71	6.03	8.47	11.66	12.93	13.87	20.0	23.0	26.0	27.2	34.9	37.0	41.4	46.2	60.11	62.3	66.79	66.79	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	404	Kenya	014	Eastern Africa	Country	KEN	1	37.86096816	0.534797278	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // KENYA NATIONAL BUREAU OF STATISTICS // Kenya National Bureau of Statistics // National Bureau of Statistics and Communications Commission of Kenya.		NA: Data nature not available	0.32	0.62	1.21	2.94	3.02	3.1	3.6	4.4	5.2	6.1	7.2	8.8	10.5	13.0	16.5	16.6	16.6	17.83	17.83	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	408	Democratic People's Republic of Korea	030	Eastern Asia	Country	PRK	1	127.1803633	40.1462645	PER_100_POP	Per 100 population						Commercially not available. Local Intranet available in country.	ITU estimate. // Ministry of Posts and Telecommunications.		NA: Data nature not available	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						0.0	2012
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	410	Republic of Korea	030	Eastern Asia	Country	KOR	1	127.8610254	36.45201023	PER_100_POP	Per 100 population						In the last month. Population age 3+. // Individuals aged 16-74 // Population age 16-74. // Population age 3+.	KCC and KISA. // KISA. // KRNIC. // Korea Communications Commission // Korea Communications Commission (KCC) // Ministry of Science and ICT // Ministry of Science and ICT(MSIT). // Ministry of Science, ICT & Future Planning(MSIP) // Ministry of Science, ICT and Future Planning // NIDA.		NA: Data nature not available	44.7	56.6	59.4	65.5	72.7	73.5	78.1	78.8	81.0	81.6	83.7	83.76	84.07	84.77	87.56	89.9	92.84	95.1	95.1	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	414	Kuwait	145	Western Asia	Country	KWT	1	47.49305029	29.53949468	PER_100_POP	Per 100 population						Aged 12 to 75 years old.	Central Statistical Bureau // Communications Information Technology Regulatory Authority // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate.		NA: Data nature not available	6.73	8.55	10.25	22.4	22.93	25.93	28.79	34.8	42.0	50.8	61.4	65.77	70.45	75.46	78.7	77.52	78.37	98.0	98.0	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	417	Kyrgyzstan	143	Central Asia	Country	KGZ	1	74.52324839	41.46204516	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // State Communication Agency under the Government of the Kyrgyz Republic		NA: Data nature not available	1.04	3.0	3.0	3.91	5.09	10.53	12.31	14.03	15.7	16.0	16.3	17.5	19.8	23.0	28.3	30.25	34.5	38.2	38.2	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	418	Lao People's Democratic Republic	035	South-Eastern Asia	Country	LAO	1	101.9901968	20.27482773	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // Ministry of Posts and Telecommunications  // National Authority of Post and Telecommunication		NA: Data nature not available	0.11	0.18	0.27	0.33	0.36	0.85	1.17	1.64	3.55	6.0	7.0	9.0	10.75	12.5	14.26	18.2	21.87	25.51	25.51	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	422	Lebanon	145	Western Asia	Country	LBN	1	35.89391711	33.92152458	PER_100_POP	Per 100 population						Estimate based on population aged 15+. // Population age 15+. // Population age 6+. // TRA estimates the number of Internet users based on the number of Internet subscriptions (3 users for every subscription). 	Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // ITU estimate.  // Lebanese Broadcasting International. // Ministère des Télécommunications // Presidency of the Council of Ministers		NA: Data nature not available	7.95	6.78	7.0	8.0	9.0	10.14	15.0	18.74	22.53	30.14	43.68	52.0	61.25	70.5	73.0	74.0	76.11	78.18	78.18	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	426	Lesotho	018	Southern Africa	Country	LSO	1	28.25362195	-29.58041814	PER_100_POP	Per 100 population							ITU estimate. // Lesotho Telecommunications Authority // Lesotho Telecommunications Authority (LTA). // Research ICT Africa. // Telecomm Lesotho (TCL).		NA: Data nature not available	0.21	0.26	1.08	1.53	2.18	2.58	2.98	3.45	3.58	3.72	3.86	7.0	10.0	15.0	22.0	25.0	27.36	29.79	29.79	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	428	Latvia	154	Northern Europe	Country	LVA	1	26.42461876	56.64196636	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Last 3 months. // Population age 16-74.	Central Statistical Bureau of Latvia // Central Statistical Bureau. // Eurostat // Eurostat. // ITU estimate. // Ministry of Transport // Ministry of Transport.		NA: Data nature not available	6.32	7.22	21.94	26.98	38.58	46.0	53.63	59.17	63.41	66.84	68.42	69.75	73.12	75.23	75.83	79.2	79.84	81.32	81.32	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	430	Liberia	011	Western Africa	Country	LBR	1	-9.311879038	6.448381009	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // Liberia Telecommunications Authority 		NA: Data nature not available	0.02	0.03	0.03	0.03	0.03			0.55	0.53	2.0	2.3	2.5	2.6	3.2	5.41	5.9	7.32	7.98	7.98	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	434	Libya	015	Northern Africa	Country	LBY	1	18.0295985	27.04042819	PER_100_POP	Per 100 population							ITU Estimate. // ITU estimate. // Ministry of Transport and Communications.		NA: Data nature not available	0.19	0.37	2.24	2.81	3.53	3.92	4.3	4.72	9.0	10.8	14.0	14.0		16.5	17.76	19.02	20.27	21.76	21.76	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	438	Liechtenstein	155	Western Europe	Country	LIE	1	9.552985019	47.14167005	PER_100_POP	Per 100 population						Estimate.	Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // ITU estimate.  // Office for Communications		NA: Data nature not available	36.52	45.12	59.47	58.81	64.01	63.37	64.21	65.08	70.0	75.0	80.0	85.0	89.41	93.8	95.21	96.64	98.09	98.1	98.1	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	440	Lithuania	154	Northern Europe	Country	LTU	1	23.90517807	55.33680309	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Population age 16-74 using Internet in the last 12 months. // Population age 16-74 using Internet in the last 3 months. // Population age 16-74. // individuals between 16 and 74	Eurostat // Eurostat. // Lithuanian Telecom. // Statistics Lithuania // Statistics Lithuania.		NA: Data nature not available	6.43	7.18	17.69	25.91	31.23	36.22	43.9	49.9	55.22	59.76	62.12	63.64	67.23	68.45	72.13	71.38	74.38	77.62	77.62	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	442	Luxembourg	155	Western Europe	Country	LUX	1	6.092656563	49.77679538	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Population age 12+. // Population age 16-74, in the last 3 months. // Population age 16-74.	Eurostat // Eurostat and Statec. // Eurostat. // ILRES. // ITU Estimate2. // Institut Luxembourgeois de Régulation. // Service Central de la Statistique et des Etudes Economiques (STATEC)		NA: Data nature not available	22.89	36.16	39.84	54.55	65.88	70.0	72.51	78.92	82.23	87.31	90.62	90.03	91.95	93.78	94.67	96.38	97.83	97.83	97.83	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	446	China, Macao Special Administrative Region	030	Eastern Asia	Country	MAC	0	113.5665388	22.1237259	PER_100_POP	Per 100 population						Estimated based on survey's results. Population age 3+. // Individuals aged 3 and above using computer/Internet/mobile in the last 3 months prior to the date of interview. // Population age 3+. // Population age 3+. (Break in comparability) // last 3 months.	Estimated by DSTR. // ITU estimate. // Statisitics and Census Service // Statistics and Census Service // Statistics and Census Service.		NA: Data nature not available	13.61	22.52	25.17	25.74	31.48	34.86	46.4	47.33	49.24	54.0	55.2	60.2	61.31	65.8	69.78	77.6	81.64	83.17	83.17	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	450	Madagascar	014	Eastern Africa	Country	MDG	1	46.6982339	-19.38514785	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate.		NA: Data nature not available	0.2	0.22	0.34	0.42	0.53	0.57	0.61	0.65	1.65	1.63	1.7	1.9	2.3	3.0	3.7	4.17	4.71	9.8	9.8	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	454	Malawi	014	Eastern Africa	Country	MWI	1	33.4884625	-13.40819859	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate. // Malawi Communications Regulatory Authority // Malawi Communications Regulatory Authority   // Malawi Communications Regulatory Authority. // National Statistical Office of Malawi		NA: Data nature not available	0.13	0.16	0.22	0.28	0.35	0.38	0.43	0.97	0.7	1.07	2.26	3.33	4.35	5.05	5.83	9.3	11.47	13.78	13.78	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	458	Malaysia	035	South-Eastern Asia	Country	MYS	1	116.8346314	5.452415309	PER_100_POP	Per 100 population						Population age 15+. // Refers to total population.	Department of Statistics // Department of Statistics, Malaysia (DOSM) // Department of Statistics. // Malaysian Communications and Multimedia Commission // Malaysian Communications and Multimedia Malaysia // PIKOM.		NA: Data nature not available	21.38	26.7	32.34	34.97	42.25	48.63	51.64	55.7	55.8	55.9	56.3	61.0	65.8	57.06	63.67	71.06	78.79	80.14	80.14	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	462	Maldives	034	Southern Asia	Country	MDV	1	73.09672546	-0.614385021	PER_100_POP	Per 100 population						Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Excl. mobile Internet users. // Not from official survey data. Country estimate based on the assumption that every connection (except leased lines) serves 4 users (average household size is 6) and a leased line serves 10 users. Mobile Internet users are not included. // Population age 15+. Census.	Communications Authority of Maldives // Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU). // ITU Estimate. // ITU estimate. // ITU estimate.  // Statistics Division, Department of National Planning // Telecommunications Authority of Maldives (TAM).		NA: Data nature not available	2.2	3.62	5.35	5.98	6.59	6.87	11.04	16.3	23.2	24.8	26.53	34.0	38.93	44.1	49.28	54.46	59.09	63.19	63.19	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	466	Mali	011	Western Africa	Country	MLI	1	-3.522016039	17.35311254	PER_100_POP	Per 100 population							Comité de Régulation des Télécommnications CRT // Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // Institut National de la Statistique (ex Direction Nationale de la Statistique et de l'Informatique) // Institut National de la Statistique.		NA: Data nature not available	0.14	0.19	0.23	0.31	0.43	0.51	0.73	0.81	1.57	1.8	2.0	2.2	2.8	3.5	7.0	10.33	11.11	12.72	12.72	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	470	Malta	039	Southern Europe	Country	MLT	1	14.44617519	35.89194275	PER_100_POP	Per 100 population						 Users in the last 3 months. //  Users in the last 3 months. Age 16-74. // Individuals who have used the internet 3 months prior to the survey - 2015 // Individuals who have used the internet 3 months prior to the survey - 2017 // Population age 16-74.	Eurostat // Eurostat. // Malta Communications Authority // Malta Communications Authority. // National Statistics Office // National Statistics Office.		NA: Data nature not available	13.11	17.88	28.92	31.64	34.62	41.24	40.41	46.9	50.08	58.86	63.0	68.02	68.2	68.91	73.17	75.96	77.29	80.07	80.07	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	474	Martinique	029	Caribbean	Country	MTQ	0	-60.91544135	14.56086108	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU estimate.		NA: Data nature not available	7.79	10.31	15.35	20.33	27.78	32.65	34.99	37.33	39.67	42.0									42.0	2009
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	478	Mauritania	011	Western Africa	Country	MRT	1	-10.33187259	20.26089546	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate. // ITU estimate. // ITU estimate. 		NA: Data nature not available	0.19	0.26	0.36	0.42	0.48	0.67	0.98	1.43	1.87	2.28	4.0	4.5	5.0	6.2	10.7	15.2	18.0	20.8	20.8	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	480	Mauritius	014	Eastern Africa	Country	MUS	1	57.568022	-20.28581998	PER_100_POP	Per 100 population						Individuals aged 5 years and above // Population age 12+. // Population age 5+.	Central Statistics Office // Central Statistics Office. // ITU estimate. // Information Communication Technologies Authority // Mauritius Telecom. // Statistics Mauritius // Statistics Mauritius.		NA: Data nature not available	7.28	8.78	10.25	12.19	13.69	15.17	16.7	20.22	21.81	22.51	28.33	34.95	35.42	40.12	44.8	50.14	52.19	55.56	55.56	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	484	Mexico	013	Central America	Country	MEX	1	-102.5148166	23.93378032	PER_100_POP	Per 100 population						Estimate to December based on ENDUTIH survey. Refers to total population. // Estimated based on 2002 and 2004 surveys' results. Population age 6+. // Figures for the population aged 6 and over. Data referring to the month of May 2017. // Population age 6+. // Population age 6+. Break in comparability: as of 2015 the respondent of ICT use questions is a self-respondent randomly selected and the survey is a stand-alone ICT survey. Before the ICTsurvey was a module attached to a main survey and respondent was an informed person of the household who responded about self and the other members of the household.	COFETEL. // Comisión Federal de Telecomunicaciones // Comisión Federal de Telecomunicaciones de México // INEGI // INEGI. // ITU estimate. // Instituto Nacional de Estadística y Geografía (INEGI) // Instituto Nacional de Estadística y Geografía (INEGI).		NA: Data nature not available	5.08	7.04	11.9	12.9	14.1	17.21	19.52	20.81	21.71	26.34	31.05	37.18	39.75	43.46	44.39	57.43	59.54	63.85	63.85	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	492	Monaco	155	Western Europe	Country	MCO	1	7.424214814	43.73532918	PER_100_POP	Per 100 population							Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // Direction des Communications Electroniques // ITU Estimate. // ITU estimate.		NA: Data nature not available	42.18	46.65	48.05	49.49	52.49	55.46	61.48	64.38	67.25	70.1	75.0	80.3	87.0	90.7	92.4	93.36	95.21	97.05	97.05	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	496	Mongolia	030	Eastern Asia	Country	MNG	1	103.0728057	46.83892054	PER_100_POP	Per 100 population						All population // Refers to total population. // from Household Socio-Economic survey-2012	Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // ITU Estimate2. // ITU estimate based on survey results 2010 and previous data from Communications Regulatory Commission of Mongolia // ITU estimate. // National Statistical Office of Mongolia // National Statistical Office of Mongolia.		NA: Data nature not available	1.26	1.65	2.04					9.0	9.8	10.0	10.2	12.5	16.4	17.7	19.94	22.27	22.27	23.71	23.71	2017
17	17.8	17.8.1	IT_USE_ii99	Internet users per 100 inhabitants	2019.Q1.G.03	498	Republic of Moldova	151	Eastern Europe	Country	MDA	1	28.4650624	47.20236795	PER_100_POP	Per 100 population						Based on RCC data.	Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU) // Government of Moldova E-Government Center. // ITU estimate. // Ministry of Information Technologies and Communication // Ministry of Information Technologies and Communication. // National Regulatory Agency for Electronic Communications and Information Technology		NA: Data nature not available	1.28	1.49	3.79	7.41	10.63	14.63	19.62	20.45	23.39	27.5	32.3	38.0	43.37	60.0	67.0	69.0	71.0	76.12	76.12	2017
