parentRegionId,parentRegion_DescEN,parentRegion_DescFR,refAreaType,refAreaCode,isM49,ISO3CD_Code,refAreaDesc,bookNameEng,bookNameFre,capitalCity_Code,capitalCity_DescEN,capitalCity_DescFR,nationalCurrency_Code,nationalCurrency_DescEN,nationalCurrency_DescFR,activeStatus,classType,publicStatus,exportPartner1_Code,exportPartner1_DescEN,exportPartner1_DescFR,importPartner1_Code,importPartner1_DescEN,importPartner1_DescFR,exportPartner2_Code,exportPartner2_DescEN,exportPartner2_DescFR,importPartner2_Code,importPartner2_DescEN,importPartner2_DescFR,exportPartner3_Code,exportPartner3_DescEN,exportPartner3_DescFR,importParnter3_Code,importParnter3_DescEN,importParnter3_DescFR,tradeSystem_Code,tradeSystem_DescEN,tradeSystem_DescFR,tourismArrivalsSeriesType_Code,tourismArrivalsSeriesType_DescEN,tourismArrivalsSeriesType_DescFR
,,,Group,217,Y,,East African Community (EAC),EAC,CAE,,,,,,,N,2,N,,,,,,,,,,,,,,,,,,,,,,,,
5,South America,Amérique du Sud,Area,218,Y,ECU,Ecuador,Ecuador,Équateur,20910,Quito,Quito,USD,US Dollar (USD),dollar des É.-U. (USD),Y,2,Y,840,United States,États-Unis,840,United States,États-Unis,604,Peru,Pérou,156,China,Chine,156,China,Chine,170,Colombia,Colombie,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,VF,Arrivals of non-resident visitors at national borders.,Arrivées de visiteurs non résidents aux frontières nationales.
,,,Region,219,Y,,Eastern Africa not elsewhere specified,Eastern Africa n.e.s,Afrique orientale n.s.a,,,,,,,N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,220,Y,,Eastern Asia not elsewhere specified,Eastern Asia n.e.s,"Asie orientale, n.s.a",,,,,,,Y,3,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,221,Y,,Eastern Europe not elsewhere specified,Eastern Europe n.e.s,"Europe orientale, n.s.a",,,,,,,Y,3,Y,,,,,,,,,,,,,,,,,,,,,,,,
13,Central America,Amérique centrale,Area,222,Y,SLV,El Salvador,El Salvador,El Salvador,20917,San Salvador,San Salvador,USD,US Dollar (USD),dollar des É.-U. (USD),Y,2,Y,840,United States,États-Unis,840,United States,États-Unis,340,Honduras,Honduras,156,China,Chine,320,Guatemala,Guatemala,320,Guatemala,Guatemala,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,223,Y,,Eastern Asia (exc. Japan and China),[use code 30 and footnote],[use code 30 and footnote],,,,,,,Y,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agency,224,N,,European Patent Office (EPO),EPO,OEB,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agency,225,N,,Eurasian Patent Organization (EAPO),EAPO,EAPO,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
17,Middle Africa,Afrique centrale,Area,226,Y,GNQ,Equatorial Guinea,Equatorial Guinea,Guinée équatoriale,20920,Malabo,Malabo,XAF,"CFA Franc, BEAC (XAF)","franc CFA, BEAC (XAF)",Y,2,Y,156,China,Chine,724,Spain,Espagne,356,India,Inde,156,China,Chine,620,Portugal,Portugal,840,United States,États-Unis,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,,,
,,,Area,227,Y,,Equatorial Guinea (Rio Muni),Rio Muni,Rio Muni,,,,GQE,Ekwele (GQE),epkwele (GQE),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,228,Y,,"Equatorial Guinea (Macias Nguema Biyogo, Bioko)",Bioko,Macias Nguema Biyogo,,,,GQE,Ekwele (GQE),epkwele (GQE),N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
14,Eastern Africa,Afrique orientale,Area,230,Y,XETH,Ethiopia [former],Ethiopia [former],Ethiopie [anc.],,,,ETB,Ethiopian Birr (ETB),birr éthiopien (ETB),N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
14,Eastern Africa,Afrique orientale,Area,231,Y,ETH,Ethiopia,Ethiopia,Éthiopie,20921,Addis Ababa,Addis-Abeba,ETB,Ethiopian Birr (ETB),birr éthiopien (ETB),Y,2,Y,840,United States,États-Unis,156,China,Chine,682,Saudi Arabia,Arabie saoudite,840,United States,États-Unis,276,Germany,Allemagne,356,India,Inde,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
14,Eastern Africa,Afrique orientale,Area,232,Y,ERI,Eritrea,Eritrea,Érythrée,20931,Asmara,Asmara,ERN,Nakfa (ERN),nakfa (ERN),Y,2,Y,156,China,Chine,818,Egypt,Égypte,410,Rep. of Korea,République de Corée,156,China,Chine,784,United Arab Emirates,Émirats arabes unis,380,Italy,Italie,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,VF,Arrivals of non-resident visitors at national borders.,Arrivées de visiteurs non résidents aux frontières nationales.
154,Northern Europe,Europe septentrionale,Area,233,Y,EST,Estonia,Estonia,Estonie,20932,Tallinn,Tallin,EUR,Euro (EUR),euro (EUR),Y,2,Y,246,Finland,Finlande,276,Germany,Allemagne,752,Sweden,Suède,643,Russian Federation,Fédération de Russie,428,Latvia,Lettonie,246,Finland,Finlande,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
154,Northern Europe,Europe septentrionale,Area,234,Y,FRO,Faroe Islands,Faroe Islands,Îles Féroé,20934,Tórshavn,Tórshavn,DKK,Danish Krone (DKK),couronne danoise (DKK),Y,2,Y,643,Russian Federation,Fédération de Russie,208,Denmark,Danemark,826,United Kingdom,Royaume-Uni,578,Norway,Norvège,208,Denmark,Danemark,276,Germany,Allemagne,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,,,
5,South America,Amérique du Sud,Area,238,Y,FLK,Falkland Islands (Malvinas),Falkland Islands (Malvinas),Îles Falkland (Malvinas),20935,Stanley,Stanley,FKP,Falkland Islands Pound (FKP),livre de Îles Falkland (FKP),Y,2,Y,724,Spain,Espagne,826,United Kingdom,Royaume-Uni,840,United States,États-Unis,724,Spain,Espagne,516,Namibia,Namibie,528,Netherlands,Pays-Bas,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,,,
5,South America,Amérique du Sud,Area,239,Y,SGS,South Georgia and the South Sandwich Islands,South Georgia & Sandwich Is.,Géorgie du S.-Îles Sandwich,,,,GBP,Pound Sterling (GBP),livre sterling (GBP),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agency,240,Y,,Food and Agriculture Organization (FAO),Food and Agriculture Orga,Organisation des Nations,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agency,241,Y,,International Fund for Agricultural Development (IFAD),International Fund for Ag,Fonds international de dé,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
54,Melanesia,Mélanésie,Area,242,Y,FJI,Fiji,Fiji,Fidji,20936,Suva,Suva,FJD,Fiji Dollar (FJD),dollar des Fidji (FJD),Y,2,Y,840,United States,États-Unis,702,Singapore,Singapour,36,Australia,Australie,156,China,Chine,837,Bunkers,Com. de soute,36,Australia,Australie,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
154,Northern Europe,Europe septentrionale,Area,246,Y,FIN,Finland,Finland,Finlande,20937,Helsinki,Helsinki,EUR,Euro (EUR),euro (EUR),Y,2,Y,276,Germany,Allemagne,276,Germany,Allemagne,752,Sweden,Suède,643,Russian Federation,Fédération de Russie,528,Netherlands,Pays-Bas,752,Sweden,Suède,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TCE,Arrivals of non-resident tourists in all types of tourism accommodation establishments.,Arrivées de touristes non résidents dans tous les types d'établissements d'hébergement touristique.
154,Northern Europe,Europe septentrionale,Area,248,Y,ALA,Åland Islands,Åland Islands,Îles d’Åland,,,,EUR,Euro (EUR),euro (EUR),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
155,Western Europe,Europe occidentale,Area,249,Y,FXX,"France, Metropolitan [former]","France, Metropolitan","France, Métropolitaine",,,,,,,N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
155,Western Europe,Europe occidentale,Area,250,Y,FRA,France,France,France,20985,Paris,Paris,EUR,Euro (EUR),euro (EUR),Y,2,Y,276,Germany,Allemagne,276,Germany,Allemagne,724,Spain,Espagne,156,China,Chine,380,Italy,Italie,380,Italy,Italie,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
155,Western Europe,Europe occidentale,Area,251,Y,,France-Monaco,[use code 250 and footnote],[use code 250 and footnote],,,,,,,N,-1,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,252,Y,,France-Switzerland,France-Switzerland,France-Suisse,,,,,,,N,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Area,253,Y,,French Antilles [former],French Antilles,Antilles françaises,,,,EUR,Euro (EUR),euro (EUR),N,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
5,South America,Amérique du Sud,Area,254,Y,GUF,French Guiana,French Guiana,Guyane française,21002,Cayenne,Cayenne,EUR,Euro (EUR),euro (EUR),Y,2,Y,,,,,,,,,,,,,,,,,,,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
61,Polynesia,Polynésie,Area,258,Y,PYF,French Polynesia,French Polynesia,Polynésie française,21004,Papeete,Papeete,XPF,CFP Franc (XPF),franc CFP (XPF),Y,2,Y,392,Japan,Japon,250,France,France,840,United States,États-Unis,554,New Zealand,Nouvelle-Zélande,250,France,France,840,United States,États-Unis,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
14,Eastern Africa,Afrique orientale,Area,260,Y,ATF,French Southern Territories,French Southern Territories,Terres australes françaises,,,,EUR,Euro (EUR),euro (EUR),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
14,Eastern Africa,Afrique orientale,Area,262,Y,DJI,Djibouti,Djibouti,Djibouti,21005,Djibouti,Djibouti,DJF,Djibouti Franc (DJF),franc Djibouti (DJF),Y,2,Y,840,United States,États-Unis,156,China,Chine,682,Saudi Arabia,Arabie saoudite,356,India,Inde,784,United Arab Emirates,Émirats arabes unis,682,Saudi Arabia,Arabie saoudite,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,THS,Arrivals of non-resident tourists in hotels and similar establishments.,Arrivées de touristes non résidents dans les hôtels et établissements similaires.
,,,Group,263,Y,,French Equatorial Africa [former],French Equatorial Africa [former],Afrique équatorial française [anc.],,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,265,Y,,French Indo-China [former],French Indo-China [former],Indochine française [anc.],,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
17,Middle Africa,Afrique centrale,Area,266,Y,GAB,Gabon,Gabon,Gabon,21006,Libreville,Libreville,XAF,"CFA Franc, BEAC (XAF)","franc CFA, BEAC (XAF)",Y,2,Y,156,China,Chine,250,France,France,36,Australia,Australie,156,China,Chine,458,Malaysia,Malaisie,422,Lebanon,Liban,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,267,Y,,French West Africa [former],French West Africa [former],Afrique occidental française [anc.],,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
145,Western Asia,Asie occidentale,Area,268,Y,GEO,Georgia,Georgia,Géorgie,21011,Tbilisi,Tbilissi,GEL,Lari (GEL),lari (GEL),Y,2,Y,31,Azerbaijan,Azerbaïdjan,792,Turkey,Turquie,643,Russian Federation,Fédération de Russie,643,Russian Federation,Fédération de Russie,51,Armenia,Arménie,156,China,Chine,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
11,Western Africa,Afrique occidentale,Area,270,Y,GMB,Gambia,Gambia,Gambie,21012,Banjul,Banjul,GMD,Dalasi (GMD),dalasi (GMD),Y,2,Y,704,Viet Nam,Viet Nam,384,Côte d'Ivoire,Côte d'Ivoire,466,Mali,Mali,686,Senegal,Sénégal,624,Guinea-Bissau,Guinée-Bissau,156,China,Chine,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Agency,272,Y,,General Agreement on Tariffs and Trade (GATT),General Agreement on Tari,Accord Général sur les Ta,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agency,273,Y,,Palestine Liberation Organization (PLO),Palestine Liberation Orga,Organisation de libératio,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
37,Western Asia [former],Asie occidentale [anc.],Area,274,Y,,State of Palestine (Gaza Strip),Gaza Strip,Zone de Gaza,,,,,,,N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
145,Western Asia,Asie occidentale,Area,275,Y,PSE,State of Palestine,State of Palestine,État de Palestine,23562,East Jerusalem,Jérusalem-Est,,,,Y,2,Y,376,Israel,Israël,376,Israel,Israël,400,Jordan,Jordanie,792,Turkey,Turquie,784,United Arab Emirates,Émirats arabes unis,156,China,Chine,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,THS,Arrivals of non-resident tourists in hotels and similar establishments.,Arrivées de touristes non résidents dans les hôtels et établissements similaires.
155,Western Europe,Europe occidentale,Area,276,Y,DEU,Germany,Germany,Allemagne,204296,Berlin,Berlin,EUR,Euro (EUR),euro (EUR),Y,2,Y,840,United States,États-Unis,156,China,Chine,250,France,France,528,Netherlands,Pays-Bas,156,China,Chine,250,France,France,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TCE,Arrivals of non-resident tourists in all types of tourism accommodation establishments.,Arrivées de touristes non résidents dans tous les types d'établissements d'hébergement touristique.
41,Eastern Europe [former],Europe orientale [anc.],Area,278,Y,DDR,German Democratic Republic [former],German Dem. Rep. [former],"Allemande, Rép. dém. [anc.]",,,,DDM,Mark der DDR (DDM),deutsche mark (DDM),N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
38,Western Europe [former],Europe occidentale [anc.],Area,280,Y,XDEU,"Germany, Federal Republic of [former]","Germany, Fed. Rep. of  [former]","Allemagne, Rép. féd. d' [anc.]",,,,DEM,Deutsche mark (DEM),deutsche mark (DEM),N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
41,Eastern Europe [former],Europe orientale [anc.],Area,282,Y,,"Germany, East Berlin [former]","Germany, East Berlin [former]","Allemagne, Berlin-Est [anc.]",,,,,,,N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,283,Y,,South America not elsewhere specified,South America n.e.s,Amérique du Sud n.s.a,,,,,,,N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
38,Western Europe [former],Europe occidentale [anc.],Area,284,Y,,"Germany, West Berlin [former]","Germany, West Berlin [former]","Allemagne, Berlin-Ouest [anc.]",,,,,,,N,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,285,N,,Northern Europe not elsewhere specified,Northern Europe n.e.s,Europe septentrionale n.s.a,,,,,,,,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,286,Y,,Polynesia not elsewhere specified,Polynesia n.e.s,Polynésie n.s.a,,,,,,,,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,287,Y,,Sub-Saharan Africa not elsewhere specified,,,,,,,,,,3,N,,,,,,,,,,,,,,,,,,,,,,,,
11,Western Africa,Afrique occidentale,Area,288,Y,GHA,Ghana,Ghana,Ghana,21107,Accra,Accra,GHS,Ghana Cedi (GHS),cedi ghanéen (GHS),Y,2,Y,356,India,Inde,156,China,Chine,156,China,Chine,840,United States,États-Unis,710,South Africa,Afrique du Sud,56,Belgium,Belgique,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Region,289,Y,,North America not elsewhere specified,North America n.e.s,Amérique du Nord n.s.a,,,,,,,N,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,290,Y,,Northern Africa not elsewhere specified,Northern Africa n.e.s,"Afrique septentrionale, n.s.a",,,,,,,Y,3,Y,,,,,,,,,,,,,,,,,,,,,,,,
,,,Region,291,Y,,Central Asia not elsewhere specified,Central Asia n.e.s,Asie centrale n.s.a,,,,,,,,3,N,,,,,,,,,,,,,,,,,,,,,,,,
39,Southern Europe,Europe méridionale,Area,292,Y,GIB,Gibraltar,Gibraltar,Gibraltar,21111,Gibraltar,Gibraltar,GIP,Gibraltar Pound (GIP),livre de Gibraltar (GIP),Y,2,Y,478,Mauritania,Mauritanie,899,Areas nes,Zones nsa,276,Germany,Allemagne,528,Netherlands,Pays-Bas,528,Netherlands,Pays-Bas,826,United Kingdom,Royaume-Uni,,,,,,
,,,Region,293,Y,,Northern America not elsewhere specified,Northern America n.e.s,Amérique septentrionale n.s.a,,,,,,,,3,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Group,295,Y,,Economic Community of the Great Lakes Countries (ECGLC),ECGLC,Communauté économique des,,,,,,,N,2,N,,,,,,,,,,,,,,,,,,,,,,,,
57,Micronesia,Micronésie,Area,296,Y,KIR,Kiribati,Kiribati,Kiribati,21112,Bairiki,Bairiki,AUD,Australian Dollar (AUD),dollar australien (AUD),Y,2,Y,458,Malaysia,Malaisie,36,Australia,Australie,840,United States,États-Unis,242,Fiji,Fidji,242,Fiji,Fidji,156,China,Chine,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Area,297,Y,,Kiribati (exc. Canton and Enderbury Islands) [former],Kiribati,Kiribati,,,,,,,N,-1,N,,,,,,,,,,,,,,,,,,,,,,,,
39,Southern Europe,Europe méridionale,Area,300,Y,GRC,Greece,Greece,Grèce,21113,Athens,Athènes,EUR,Euro (EUR),euro (EUR),Y,2,Y,380,Italy,Italie,276,Germany,Allemagne,276,Germany,Allemagne,368,Iraq,Iraq,792,Turkey,Turquie,643,Russian Federation,Fédération de Russie,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
21,Northern America,Amérique septentrionale,Area,304,Y,GRL,Greenland,Greenland,Groenland,21119,Nuuk,Nuuk,DKK,Danish Krone (DKK),couronne danoise (DKK),Y,2,Y,208,Denmark,Danemark,208,Denmark,Danemark,620,Portugal,Portugal,752,Sweden,Suède,899,Areas nes,Zones nsa,156,China,Chine,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,,,
29,Caribbean,Caraïbes,Area,308,Y,GRD,Grenada,Grenada,Grenade,21120,Saint George's,Saint-Georges,XCD,E. Caribbean Dollar (XCD),dollar des Caraïb. (XCD),Y,2,Y,840,United States,États-Unis,840,United States,États-Unis,276,Germany,Allemagne,826,United Kingdom,Royaume-Uni,662,Saint Lucia,Sainte-Lucie,156,China,Chine,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,310,Y,,Group of 77 (G77),G77,G77,,,,,,,N,2,N,,,,,,,,,,,,,,,,,,,,,,,,
29,Caribbean,Caraïbes,Area,312,Y,GLP,Guadeloupe,Guadeloupe,Guadeloupe,21121,Basse-Terre,Basse-Terre,EUR,Euro (EUR),euro (EUR),Y,2,Y,,,,,,,,,,,,,,,,,,,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
57,Micronesia,Micronésie,Area,316,Y,GUM,Guam,Guam,Guam,21123,Hagåtña,Hagåtña,USD,US Dollar (USD),dollar des É.-U. (USD),Y,2,Y,,,,,,,,,,,,,,,,,,,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
13,Central America,Amérique centrale,Area,320,Y,GTM,Guatemala,Guatemala,Guatemala,21124,Guatemala City,Guatemala,GTQ,Quetzal (GTQ),quetzal (GTQ),Y,2,Y,840,United States,États-Unis,840,United States,États-Unis,222,El Salvador,El Salvador,156,China,Chine,340,Honduras,Honduras,484,Mexico,Mexique,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
11,Western Africa,Afrique occidentale,Area,324,Y,GIN,Guinea,Guinea,Guinée,21126,Conakry,Conakry,GNF,Guinean Franc (GNF),franc guinéen (GNF),Y,2,Y,156,China,Chine,156,China,Chine,784,United Arab Emirates,Émirats arabes unis,528,Netherlands,Pays-Bas,356,India,Inde,356,India,Inde,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Group,325,N,,Cooperation Council for the Arab States of the Gulf (GCC),GCC,CCG,,,,,,,N,2,N,,,,,,,,,,,,,,,,,,,,,,,,
5,South America,Amérique du Sud,Area,328,Y,GUY,Guyana,Guyana,Guyana,21131,Georgetown,Georgetown,GYD,Guyana Dollar (GYD),dollar guyanien (GYD),Y,2,Y,124,Canada,Canada,840,United States,États-Unis,840,United States,États-Unis,780,Trinidad and Tobago,Trinité-et-Tobago,591,Panama,Panama,156,China,Chine,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
29,Caribbean,Caraïbes,Area,332,Y,HTI,Haiti,Haiti,Haïti,21133,Port-au-Prince,Port-au-Prince,HTG,Gourde (HTG),gourde (HTG),Y,2,Y,840,United States,États-Unis,840,United States,États-Unis,214,Dominican Rep.,République dominicaine,214,Dominican Rep.,République dominicaine,124,Canada,Canada,156,China,Chine,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
53,Oceania,Océanie,Area,334,Y,HMD,Heard Island and McDonald Islands,Heard Is. and McDonald Is.,Île Heard-et-Îles MacDonald,,,,AUD,Australian Dollar (AUD),dollar australien (AUD),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
39,Southern Europe,Europe méridionale,Area,336,Y,VAT,Holy See,Holy See,Saint-Siège,21134,Vatican City,Cité du Vatican,EUR,Euro (EUR),euro (EUR),Y,2,Y,,,,,,,,,,,,,,,,,,,,,,,,
13,Central America,Amérique centrale,Area,340,Y,HND,Honduras,Honduras,Honduras,21136,Tegucigalpa,Tegucigalpa,HNL,Lempira (HNL),lempira (HNL),Y,2,Y,840,United States,États-Unis,840,United States,États-Unis,276,Germany,Allemagne,156,China,Chine,56,Belgium,Belgique,320,Guatemala,Guatemala,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
30,Eastern Asia,Asie orientale,Area,344,Y,HKG,"China, Hong Kong Special Administrative Region","China, Hong Kong SAR","Chine, RAS de Hong Kong",21137,Hong Kong,Hong Kong,HKD,Hong Kong Dollar (HKD),dollar de Hong Kong (HKD),Y,2,Y,156,China,Chine,156,China,Chine,840,United States,États-Unis,490,Asia nes,Asie nsa,356,India,Inde,702,Singapore,Singapour,G,The general trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce général. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
151,Eastern Europe,Europe orientale,Area,348,Y,HUN,Hungary,Hungary,Hongrie,21138,Budapest,Budapest,HUF,Forint (HUF),forint (HUF),Y,2,Y,276,Germany,Allemagne,276,Germany,Allemagne,642,Romania,Roumanie,40,Austria,Autriche,380,Italy,Italie,616,Poland,Pologne,S,The special trade system. See the technical notes for an explanation of the trade systems.,Le système du commerce spécial. Voir les Notes techniques pour une explication des Systèmes de commerce.,TF,Arrivals of non-resident tourists at national borders.,Arrivées de touristes non résidents aux frontières nationales.
,,,Agency,349,Y,,International Atomic Energy Agency (IAEA),International Atomic Ener,Agence internationale de,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agency,350,Y,,International Bank for Reconstruction and Development (IBRD),International Bank for Re,Banque internationale pou,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
,,,Agency,351,Y,,International Civil Aviation Organization (ICAO),International Civil Aviat,Organisation de l'aviatio,,,,,,,N,1,N,,,,,,,,,,,,,,,,,,,,,,,,
