goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	basePeriod	sexCode	sexDesc	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	value_latest_year	latest_year
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	204	Benin	011	Western Africa	Country	BEN	1	2.339933594	9.65401646		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	83.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	208	Denmark	154	Northern Europe	Country	DNK	1	9.326571283	56.03829721		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	179.0	179.0	179.0	179.0	179.0	179.0	179.0	179.0	179.0	179.0	179.0	179.0	179.0	179.0	179.0	179.0	179.0	179.0	179.0	179.0	179.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	212	Dominica	029	Caribbean	Country	DMA	1	-61.3493756	15.43391378		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	32.0	32.0	32.0	32.0	32.0	31.0	31.0	31.0	31.0	32.0	28.0	32.0	32.0	32.0	31.0	32.0	32.0	32.0	32.0	32.0	32.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	214	Dominican Republic	029	Caribbean	Country	DOM	1	-70.49847576	18.89832088		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	149.0	149.0	149.0	150.0	150.0	150.0	150.0	178.0	178.0	178.0	178.0	183.0	183.0	183.0	183.0	183.0	183.0	190.0	190.0	190.0	190.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	218	Ecuador	005	South America	Country	ECU	1	-78.37005241	-1.447785891		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	121.0	123.0	123.0	100.0	100.0	100.0	100.0	100.0	100.0	76.0	124.0	124.0	124.0	124.0	137.0	137.0	137.0	137.0	137.0	137.0	137.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	222	El Salvador	013	Central America	Country	SLV	1	-88.86862995	13.73603564		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	84.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	226	Equatorial Guinea	017	Middle Africa	Country	GNQ	1	10.46535826	1.565792376		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	80.0	80.0	80.0	80.0	80.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	231	Ethiopia	014	Eastern Africa	Country	ETH	1	39.63505296	8.631223181		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	543.0	546.0	547.0	547.0	547.0	547.0	546.0	529.0	529.0	529.0	529.0	547.0	547.0	547.0	547.0	547.0	547.0	547.0	547.0	547.0	547.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	232	Eritrea	014	Eastern Africa	Country	ERI	1	38.11074289	16.12894644		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	150.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	233	Estonia	154	Northern Europe	Country	EST	1	25.84093481	58.68487172		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	100.0	101.0	101.0	101.0	101.0	101.0	101.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	234	Faroe Islands	154	Northern Europe	Country	FRO	0	-7.122044325	62.21228119		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	238	Falkland Islands (Malvinas)	005	South America	Country	FLK	0	-58.75246778	-51.74562601		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	239	South Georgia and the South Sandwich Islands	005	South America	Country	SGS	0	-36.90662765	-54.20736749		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	242	Fiji	054	Melanesia	Country	FJI	1	177.9660884	-17.83301566		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	71.0		70.0	70.0	70.0	71.0	71.0									50.0	50.0	50.0	50.0	51.0	51.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	246	Finland	154	Northern Europe	Country	FIN	1	23.308447	61.91586738		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	200.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	248	Åland Islands	154	Northern Europe	Country	ALA	0	19.80945969	60.1544901		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	250	France	155	Western Europe	Country	FRA	1	2.457288129	46.62660861		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	577.0	577.0	577.0	574.0	574.0	574.0	574.0	574.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	577.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	254	French Guiana	005	South America	Country	GUF	0	-53.23619089	3.922673437		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	258	French Polynesia	061	Polynesia	Country	PYF	0	-149.4052367	-17.67709294		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	260	French Southern Territories	014	Eastern Africa	Country	ATF	0	69.64849091	-49.6068576		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	262	Djibouti	014	Eastern Africa	Country	DJI	1	42.18274707	11.56004161		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	55.0	55.0	55.0	65.0	65.0	65.0	65.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	266	Gabon	017	Middle Africa	Country	GAB	1	11.78727747	-0.60687619		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	120.0	120.0	120.0	119.0	119.0	119.0	119.0	120.0	120.0	120.0	116.0	116.0	114.0	114.0	120.0	120.0	120.0	117.0	117.0	134.0	134.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	268	Georgia	145	Western Asia	Country	GEO	1	43.3713615	42.04813028		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	235.0	235.0	235.0	235.0	235.0	235.0	235.0	235.0	235.0	150.0	137.0	138.0	137.0	150.0	150.0	150.0	150.0	150.0	150.0	149.0	149.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	270	Gambia	011	Western Africa	Country	GMB	1	-15.39944785	13.45295927		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	49.0	49.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	53.0	58.0	58.0	58.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	275	State of Palestine	145	Western Asia	Country	PSE	0	35.25694122	31.94347933		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	276	Germany	155	Western Europe	Country	DEU	1	10.3806066	51.08862743		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	669.0	669.0	666.0	603.0	603.0	601.0	614.0	614.0	613.0	612.0	622.0	622.0	620.0	620.0	631.0	631.0	631.0	630.0	709.0	709.0	709.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	288	Ghana	011	Western Africa	Country	GHA	1	-1.205623522	7.964825185		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	200.0	200.0	200.0	200.0	200.0	230.0	230.0	230.0	230.0	228.0	230.0	230.0	230.0	273.0	275.0	275.0	275.0	275.0	275.0	275.0	275.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	292	Gibraltar	039	Southern Europe	Country	GIB	0	-5.347561686	36.13895036		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	296	Kiribati	057	Micronesia	Country	KIR	1	-157.5643005	1.768837732		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	41.0	41.0	42.0	42.0	42.0	42.0	42.0	42.0	46.0	46.0	46.0	46.0	46.0	46.0	46.0	46.0	46.0	46.0	46.0	46.0	46.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	300	Greece	039	Southern Europe	Country	GRC	1	22.58307827	39.47301873		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	304	Greenland	021	Northern America	Country	GRL	0	-41.39371316	74.75625681		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	308	Grenada	029	Caribbean	Country	GRD	1	-61.68248568	12.11238395		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	312	Guadeloupe	029	Caribbean	Country	GLP	0	-61.64762115	16.14416917		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	316	Guam	057	Micronesia	Country	GUM	0	144.7029305	13.35485404		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	320	Guatemala	013	Central America	Country	GTM	1	-91.2312746	15.00273719		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	113.0	113.0	113.0	113.0	158.0	158.0	158.0	158.0	158.0	158.0	158.0	158.0	158.0	158.0	158.0	158.0	158.0	158.0	158.0	158.0	158.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	324	Guinea	011	Western Africa	Country	GIN	1	-11.28173419	11.00210343		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	114.0	114.0	114.0	114.0	114.0	114.0	114.0	114.0	114.0						114.0	114.0	114.0	114.0	114.0	114.0	114.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	328	Guyana	005	South America	Country	GUY	1	-58.97322037	4.788012784		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	65.0	65.0	65.0	65.0	65.0	65.0	65.0	69.0	69.0	70.0	70.0	70.0	67.0	67.0	67.0	67.0	69.0	69.0	69.0	69.0	69.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	332	Haiti	029	Caribbean	Country	HTI	1	-72.33640958	18.40426539		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	83.0	83.0	83.0	83.0	83.0	83.0	83.0	98.0	98.0	98.0	98.0	18.0	95.0	95.0	95.0	95.0	92.0	117.0	118.0	118.0	118.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	334	Heard Island and McDonald Islands	053	Australia and New Zealand	Country	HMD	0	73.52633626	-53.09106147		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	336	Holy See	039	Southern Europe	Country	VAT	0	12.45315803	41.90343751		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	340	Honduras	013	Central America	Country	HND	1	-86.59974381	14.82243161		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	128.0	128.0	128.0	128.0	128.0	128.0	128.0	128.0	128.0	128.0	128.0	128.0	128.0	128.0	128.0	128.0	128.0	128.0	128.0	128.0	128.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	344	China, Hong Kong Special Administrative Region	030	Eastern Asia	Country	HKG	0	114.0266445	22.41749934		_T	Both sexes																																	
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	348	Hungary	151	Eastern Europe	Country	HUN	1	19.41221519	47.1651448		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	386.0	386.0	386.0	386.0	386.0	385.0	385.0	386.0	386.0	386.0	386.0	386.0	386.0	386.0	384.0	198.0	198.0	199.0	199.0	199.0	199.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	352	Iceland	154	Northern Europe	Country	ISL	1	-19.02116966	64.79134763		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	356	India	034	Southern Asia	Country	IND	1	79.3608464	22.34642074		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	543.0	544.0	543.0	543.0	543.0	543.0	545.0	545.0	541.0	541.0	545.0	545.0	545.0	545.0	545.0	543.0	543.0	542.0	542.0	524.0	524.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	360	Indonesia	035	South-Eastern Asia	Country	IDN	1	113.9174	-0.994582204		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	500.0	500.0	500.0	500.0	500.0	550.0	550.0	550.0	550.0	550.0	560.0	560.0	560.0	560.0	560.0	555.0	555.0	560.0	560.0	560.0	560.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	364	Iran (Islamic Republic of)	034	Southern Asia	Country	IRN	1	54.19766348	32.74370885		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	266.0	290.0	290.0	290.0	290.0	290.0	290.0	290.0	290.0	286.0	290.0	290.0	290.0	290.0	290.0	290.0	290.0	289.0	289.0	289.0	289.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	368	Iraq	145	Western Asia	Country	IRQ	1	43.76606267	33.05013795		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	250.0	250.0	250.0	250.0			275.0	275.0	275.0	275.0	275.0	325.0	325.0	325.0	325.0	328.0	328.0	328.0	328.0	329.0	329.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	372	Ireland	154	Northern Europe	Country	IRL	1	-7.121425272	53.25274054		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	166.0	166.0	166.0	166.0	166.0	166.0	166.0	166.0	166.0	166.0	165.0	165.0	166.0	166.0	166.0	166.0	166.0	158.0	158.0	158.0	158.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	376	Israel	145	Western Asia	Country	ISR	1	34.62277992	31.06164552		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	380	Italy	039	Southern Europe	Country	ITA	1	12.57022427	42.79917282		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	630.0	630.0	630.0	618.0	618.0	616.0	616.0	630.0	630.0	630.0	630.0	630.0	630.0	630.0	630.0	630.0	630.0	630.0	630.0	630.0	630.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	384	Côte d'Ivoire	011	Western Africa	Country	CIV	1	-5.552690016	7.62211586		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	223.0	225.0	223.0	223.0	223.0	223.0	223.0	223.0	203.0	203.0	203.0	203.0	254.0	249.0	254.0	251.0	251.0	253.0	255.0	255.0	255.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	388	Jamaica	029	Caribbean	Country	JAM	1	-77.31068409	18.15616857		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	60.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	63.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	392	Japan	030	Eastern Asia	Country	JPN	1	139.2716103	36.6554539		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	500.0	480.0	480.0	480.0	480.0	480.0	480.0	480.0	480.0	480.0	480.0	480.0	480.0	480.0	480.0	475.0	475.0	475.0	465.0	463.0	463.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	398	Kazakhstan	143	Central Asia	Country	KAZ	1	66.65359159	48.01963494		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	77.0	77.0	77.0	77.0	77.0	77.0	77.0	77.0	107.0	107.0	107.0	107.0	107.0	107.0	115.0	107.0	107.0	107.0	107.0	107.0	107.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	400	Jordan	145	Western Asia	Country	JOR	1	37.13024774	30.65365973		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	80.0	80.0	80.0	80.0	110.0	110.0	110.0	110.0	110.0	110.0	110.0	120.0	120.0	150.0	150.0	150.0	150.0	130.0	130.0	130.0	130.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	404	Kenya	014	Eastern Africa	Country	KEN	1	37.86096816	0.534797278		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	224.0	224.0	224.0	224.0	224.0	224.0	224.0	219.0	207.0	224.0	224.0	224.0	224.0	224.0	350.0	350.0	350.0	350.0	349.0	349.0	349.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	408	Democratic People's Republic of Korea	030	Eastern Asia	Country	PRK	1	127.1803633	40.1462645		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	687.0	687.0	687.0	687.0		687.0	687.0	687.0	687.0	687.0	687.0	687.0	687.0	687.0	687.0	687.0	687.0	687.0	687.0	687.0	687.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	410	Republic of Korea	030	Eastern Asia	Country	KOR	1	127.8610254	36.45201023		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	299.0	273.0	273.0	273.0	271.0	299.0	299.0	299.0	299.0	299.0	299.0	299.0	299.0	300.0	300.0	300.0	300.0	300.0	300.0	298.0	298.0	2019
5	5.5	5.5.1	SG_GEN_PARLNT	Number of seats in national parliaments (number)	2019.Q3.G.01	414	Kuwait	145	Western Asia	Country	KWT	1	47.49305029	29.53949468		_T	Both sexes	NUMBER	Number			G	Global		Annual data as of 1 Feb of given year.	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.		C: Country data	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	65.0	2019
