goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	basePeriod	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2017	value_2018	value_latest_year	latest_year
6	6.5	6.5.2	EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	2019.Q3.G.01	833	Isle of Man	154	Northern Europe	Country	IMN	0	-4.538190305	54.22880901		PT	Percentage			G	Global	[2017]: N	Value not relevant for the country	Data compiled by UNECE and UNESCO as co-custodians		_X: Data nature not available				2017
6	6.5	6.5.2	EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	2019.Q3.G.01	834	United Republic of Tanzania	014	Eastern Africa	Country	TZA	1	34.80521182	-6.265332606		PT	Percentage			G	Global	[2017]: NA	Further information needed for transboundary river and lake basins and for transboundary aquifers	Source: Relevant country authority; 		_X: Data nature not available				2017
6	6.5	6.5.2	EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	2019.Q3.G.01	840	United States of America	021	Northern America	Country	USA	1	-99.13830311	39.5277871		PT	Percentage			G	Global	[2017]: NA	Further information needed for transboundary river and lake basins and for transboundary aquifers	Source: Relevant country authority; 		_X: Data nature not available				2017
6	6.5	6.5.2	EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	2019.Q3.G.01	850	United States Virgin Islands	029	Caribbean	Country	VIR	0	-64.76960113	17.73297693		PT	Percentage			G	Global	[2017]: N	Value not relevant for the country	Data compiled by UNECE and UNESCO as co-custodians		_X: Data nature not available				2017
6	6.5	6.5.2	EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	2019.Q3.G.01	854	Burkina Faso	011	Western Africa	Country	BFA	1	-1.742843829	12.27491081		PT	Percentage			G	Global	[2017]: NA	No data provided for transboundary aquifers	Source: Relevant country authority; 		_X: Data nature not available				2017
6	6.5	6.5.2	EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	2019.Q3.G.01	858	Uruguay	005	South America	Country	URY	1	-56.01387025	-32.8002838		PT	Percentage			G	Global	[2017]: NA	No data received	Data compiled by UNECE and UNESCO as co-custodians		_X: Data nature not available				2017
6	6.5	6.5.2	EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	2019.Q3.G.01	860	Uzbekistan	143	Central Asia	Country	UZB	1	63.11944558	41.77560518		PT	Percentage			G	Global	[2017]: NA	No data provided for transboundary aquifers	Source: Relevant country authority; 		_X: Data nature not available				2017
6	6.5	6.5.2	EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	2019.Q3.G.01	862	Venezuela (Bolivarian Republic of)	005	South America	Country	VEN	1	-66.15642084	7.121324748		PT	Percentage			G	Global			Source: Relevant country authority; 		C: Country data	3.51		3.51	2017
6	6.5	6.5.2	EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	2019.Q3.G.01	876	Wallis and Futuna Islands	061	Polynesia	Country	WLF	0	-176.2034788	-13.28471201		PT	Percentage			G	Global	[2017]: N	Value not relevant for the country	Data compiled by UNECE and UNESCO as co-custodians		_X: Data nature not available				2017
6	6.5	6.5.2	EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	2019.Q3.G.01	882	Samoa	061	Polynesia	Country	WSM	1	-172.4430749	-13.61541469		PT	Percentage			G	Global	[2017]: N	Value not relevant for the country	Data compiled by UNECE and UNESCO as co-custodians		_X: Data nature not available				2017
6	6.5	6.5.2	EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	2019.Q3.G.01	887	Yemen	145	Western Asia	Country	YEM	1	45.22389143	15.22242099		PT	Percentage			G	Global	[2017]: NA	No data received	Data compiled by UNECE and UNESCO as co-custodians		_X: Data nature not available				2017
6	6.5	6.5.2	EG_TBA_H2CO	Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)	2019.Q3.G.01	894	Zambia	014	Eastern Africa	Country	ZMB	1	27.850329	-14.59701056		PT	Percentage			G	Global			Source: Relevant country authority; 		C: Country data	70.03		70.03	2017
