goal	target	indicator	seriesCode	seriesDesc	release	geoAreaCode	geoAreaName	parentCode	parentName	type	ISO3	UN_Member	X	Y	ageCode	ageDesc	sexCode	sexDesc	unitsCode	unitsDesc	unitmultiplierCode	unitmultiplierDesc	reportingTypeCode	reportingTypeDesc	valueDetails	footnotes	sources	timeDetails	nature	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_latest_year	latest_year
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	262	Djibouti	014	Eastern Africa	Country	DJI	1	42.18274707	11.56004161	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data												0.0	0.0	0.0	0.0	0.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	266	Gabon	017	Middle Africa	Country	GAB	1	11.78727747	-0.60687619	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data								140.0								140.0	2010
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	268	Georgia	145	Western Asia	Country	GEO	1	43.3713615	42.04813028	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data								18.0	6.0	8.0	35.0	9.0	8.0	1.0	3.0	3.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	270	Gambia	011	Western Africa	Country	GMB	1	-15.39944785	13.45295927	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	275	State of Palestine	145	Western Asia	Country	PSE	0	35.25694122	31.94347933	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	276	Germany	155	Western Europe	Country	DEU	1	10.3806066	51.08862743	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					689.0	692.0	733.0	651.0	672.0	626.0	603.0	583.0	470.0	536.0		536.0	2016
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	288	Ghana	011	Western Africa	Country	GHA	1	-1.205623522	7.964825185	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					27.0	36.0	36.0	284.0								284.0	2010
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	292	Gibraltar	039	Southern Europe	Country	GIB	0	-5.347561686	36.13895036	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	296	Kiribati	057	Micronesia	Country	KIR	1	-157.5643005	1.768837732	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	300	Greece	039	Southern Europe	Country	GRC	1	22.58307827	39.47301873	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					99.0	76.0	121.0	92.0	97.0	109.0	102.0	78.0	57.0	62.0	26.0	26.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	304	Greenland	021	Northern America	Country	GRL	0	-41.39371316	74.75625681	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	308	Grenada	029	Caribbean	Country	GRD	1	-61.68248568	12.11238395	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	312	Guadeloupe	029	Caribbean	Country	GLP	0	-61.64762115	16.14416917	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	316	Guam	057	Micronesia	Country	GUM	0	144.7029305	13.35485404	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	320	Guatemala	013	Central America	Country	GTM	1	-91.2312746	15.00273719	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data						7.0	17.0	14.0	57.0	192.0	234.0	273.0		484.0	333.0	333.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	324	Guinea	011	Western Africa	Country	GIN	1	-11.28173419	11.00210343	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data											16.0	22.0	20.0	25.0	30.0	30.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	328	Guyana	005	South America	Country	GUY	1	-58.97322037	4.788012784	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					5.0	1.0	6.0	3.0	17.0		20.0	40.0	59.0	98.0	110.0	110.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	332	Haiti	029	Caribbean	Country	HTI	1	-72.33640958	18.40426539	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	334	Heard Island and McDonald Islands	053	Australia and New Zealand	Country	HMD	0	73.52633626	-53.09106147	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	336	Holy See	039	Southern Europe	Country	VAT	0	12.45315803	41.90343751	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	340	Honduras	013	Central America	Country	HND	1	-86.59974381	14.82243161	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data										16.0	70.0	7.0	59.0	83.0	47.0	47.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	344	China, Hong Kong Special Administrative Region	030	Eastern Asia	Country	HKG	0	114.0266445	22.41749934	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	348	Hungary	151	Eastern Europe	Country	HUN	1	19.41221519	47.1651448	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					28.0	10.0	9.0	59.0	134.0	57.0		294.0	507.0	489.0	386.0	386.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	352	Iceland	154	Northern Europe	Country	ISL	1	-19.02116966	64.79134763	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	356	India	034	Southern Asia	Country	IND	1	79.3608464	22.34642074	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data									152.0							152.0	2011
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	360	Indonesia	035	South-Eastern Asia	Country	IDN	1	113.9174	-0.994582204	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					574.0	607.0	275.0	143.0		292.0	158.0	605.0	441.0			441.0	2015
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	364	Iran (Islamic Republic of)	034	Southern Asia	Country	IRN	1	54.19766348	32.74370885	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	368	Iraq	145	Western Asia	Country	IRQ	1	43.76606267	33.05013795	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	372	Ireland	154	Northern Europe	Country	IRL	1	-7.121425272	53.25274054	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data							66.0	78.0	57.0	48.0	44.0	46.0	78.0	95.0		95.0	2016
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	376	Israel	145	Western Asia	Country	ISR	1	34.62277992	31.06164552	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data							67.0	78.0	26.0	86.0	82.0	79.0	47.0	47.0		47.0	2016
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	380	Italy	039	Southern Europe	Country	ITA	1	12.57022427	42.79917282	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					715.0	628.0	381.0	96.0	91.0	435.0	593.0	597.0	609.0	663.0		663.0	2016
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	384	Côte d'Ivoire	011	Western Africa	Country	CIV	1	-5.552690016	7.62211586	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data						70.0						15.0	10.0	16.0	7.0	7.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	388	Jamaica	029	Caribbean	Country	JAM	1	-77.31068409	18.15616857	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					1.0	3.0	0.0	7.0	7.0	24.0	5.0					5.0	2013
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	392	Japan	030	Eastern Asia	Country	JPN	1	139.2716103	36.6554539	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					43.0	36.0	17.0	43.0	45.0	27.0	17.0	25.0	54.0	50.0		50.0	2016
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	398	Kazakhstan	143	Central Asia	Country	KAZ	1	66.65359159	48.01963494	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data								134.0	141.0	153.0						153.0	2012
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	400	Jordan	145	Western Asia	Country	JOR	1	37.13024774	30.65365973	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data								81.0	49.0	24.0	81.0	19.0	26.0	35.0	14.0	14.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	404	Kenya	014	Eastern Africa	Country	KEN	1	37.86096816	0.534797278	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data												143.0	318.0	187.0	352.0	352.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	408	Democratic People's Republic of Korea	030	Eastern Asia	Country	PRK	1	127.1803633	40.1462645	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	410	Republic of Korea	030	Eastern Asia	Country	KOR	1	127.8610254	36.45201023	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	414	Kuwait	145	Western Asia	Country	KWT	1	47.49305029	29.53949468	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data													7.0	6.0	5.0	5.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	417	Kyrgyzstan	143	Central Asia	Country	KGZ	1	74.52324839	41.46204516	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data							162.0	22.0				18.0	10.0	8.0	4.0	4.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	418	Lao People's Democratic Republic	035	South-Eastern Asia	Country	LAO	1	101.9901968	20.27482773	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					264.0	235.0	155.0	145.0				157.0	107.0			107.0	2015
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	422	Lebanon	145	Western Asia	Country	LBN	1	35.89391711	33.92152458	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data								8.0	27.0	19.0	26.0	33.0	19.0	87.0	57.0	57.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	426	Lesotho	018	Southern Africa	Country	LSO	1	28.25362195	-29.58041814	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data										15.0	4.0		6.0			6.0	2015
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	428	Latvia	154	Northern Europe	Country	LVA	1	26.42461876	56.64196636	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data						8.0	12.0	9.0	11.0	25.0	22.0	34.0	10.0	17.0	20.0	20.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	430	Liberia	011	Western Africa	Country	LBR	1	-9.311879038	6.448381009	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data											6.0					6.0	2013
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	434	Libya	015	Northern Africa	Country	LBY	1	18.0295985	27.04042819	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	438	Liechtenstein	155	Western Europe	Country	LIE	1	9.552985019	47.14167005	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	440	Lithuania	154	Northern Europe	Country	LTU	1	23.90517807	55.33680309	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					11.0	25.0	14.0	15.0	22.0	14.0		47.0	62.0	45.0		45.0	2016
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	442	Luxembourg	155	Western Europe	Country	LUX	1	6.092656563	49.77679538	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	446	China, Macao Special Administrative Region	030	Eastern Asia	Country	MAC	0	113.5665388	22.1237259	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	450	Madagascar	014	Eastern Africa	Country	MDG	1	46.6982339	-19.38514785	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	454	Malawi	014	Eastern Africa	Country	MWI	1	33.4884625	-13.40819859	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data										96.0	119.0					119.0	2013
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	458	Malaysia	035	South-Eastern Asia	Country	MYS	1	116.8346314	5.452415309	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data						118.0	1156.0	471.0	220.0	309.0		303.0	305.0	676.0	419.0	419.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	462	Maldives	034	Southern Asia	Country	MDV	1	73.09672546	-0.614385021	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data														12.0		12.0	2016
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	466	Mali	011	Western Africa	Country	MLI	1	-3.522016039	17.35311254	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					5.0	175.0	277.0									277.0	2009
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	470	Malta	039	Southern Europe	Country	MLT	1	14.44617519	35.89194275	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					7.0	1.0	0.0	0.0	3.0	1.0	0.0	20.0	3.0	31.0		31.0	2016
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	474	Martinique	029	Caribbean	Country	MTQ	0	-60.91544135	14.56086108	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	478	Mauritania	011	Western Africa	Country	MRT	1	-10.33187259	20.26089546	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	480	Mauritius	014	Eastern Africa	Country	MUS	1	57.568022	-20.28581998	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					12.0	12.0	8.0	5.0		15.0	16.0	10.0	22.0	16.0	9.0	9.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	484	Mexico	013	Central America	Country	MEX	1	-102.5148166	23.93378032	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data						56.0	47.0	225.0	122.0	125.0	207.0	270.0	2015.0	986.0	725.0	725.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	492	Monaco	155	Western Europe	Country	MCO	1	7.424214814	43.73532918	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					4.0	10.0	7.0									7.0	2009
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	496	Mongolia	030	Eastern Asia	Country	MNG	1	103.0728057	46.83892054	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data						70.0	151.0			21.0	1.0	29.0	25.0	60.0	118.0	118.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	498	Republic of Moldova	151	Eastern Europe	Country	MDA	1	28.4650624	47.20236795	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					298.0	271.0	182.0	181.0	154.0	290.0	262.0	264.0	139.0	232.0	147.0	147.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	499	Montenegro	039	Southern Europe	Country	MNE	1	19.25214024	42.78717043	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					4.0	3.0		1.0	1.0	9.0	1.0	2.0	3.0	2.0	2.0	2.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	500	Montserrat	029	Caribbean	Country	MSR	0	-62.19261223	16.73558313	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	504	Morocco	015	Northern Africa	Country	MAR	1	-6.281942841	31.8440131	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data												0.0	0.0	0.0	11.0	11.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	508	Mozambique	014	Eastern Africa	Country	MOZ	1	38.18479941	-14.27963886	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data										30.0	26.0	27.0				27.0	2014
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	512	Oman	145	Western Asia	Country	OMN	1	57.87743482	21.98805614	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data							34.0				4.0	1.0	3.0	12.0	13.0	13.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	516	Namibia	018	Southern Africa	Country	NAM	1	17.21907885	-22.13817068	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data										4.0						4.0	2012
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	520	Nauru	057	Micronesia	Country	NRU	1	166.92313	-0.528742623	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	524	Nepal	034	Southern Asia	Country	NPL	1	83.94678863	28.25866332	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					147.0	145.0	197.0	193.0	141.0	271.0	237.0	266.0		350.0		350.0	2016
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	528	Netherlands	155	Western Europe	Country	NLD	1	5.331480568	51.86728884	_T	All age ranges or no breaks by age	_T	Both sexes	NUMBER	Number			G	Global		"Data in reference to one country but derived from different types of sources should not be compared between them.
"	GLOTIP Database		C: Country data					716.0	826.0	909.0	993.0	1222.0	1711.0	1434.0	1256.0	1150.0	952.0	952.0	952.0	2017
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	530	Netherlands Antilles	029	Caribbean	Country	ANT	0	-68.30676179	12.22720635	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	531	Curaçao	029	Caribbean	Country	CUW	0	-68.95033464	12.15058042	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	533	Aruba	029	Caribbean	Country	ABW	0	-69.97050586	12.50878756	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	534	Sint Maarten (Dutch part)	029	Caribbean	Country	SXM	0	-63.06198692	18.03926508	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	540	New Caledonia	054	Melanesia	Country	NCL	0	165.5067368	-21.41742531	_T	All age ranges or no breaks by age	_T	Both sexes																												
16	16.2	16.2.2	VC_HTF_DETV	Detected victims of human trafficking, by age and sex (number)	2019.Q2.G.01	548	Vanuatu	054	Melanesia	Country	VUT	1	167.0679779	-15.34445547	_T	All age ranges or no breaks by age	_T	Both sexes																												
